A000088,A000114,A000138,A000145,A000151,A000176,A000184,A000216,A000239,A000250,A000290,A000306,A000332,B000019,B000113,B000139,B000191,B000211,B000232,B000237,B000274,B000320,B000332,B000411,B000449,B000454,B000466,B000545,B000565,B000588,B000598,B000601,B000640,B000724,B000725,B000726,B000743,B000816,B000884,B000940,B001006,B001017,B001023,B001024,B001056,B001069,B001079,B001214,C000038,C000117,C000124,C000154,C000195,C000207,C000221,C000225,C000264,C000287,C000296,C000317,C000390,C000397,C000428,C000439,C000473,C000489,C000535,C000565,C000582,C000584,C000605,C000616,C000617,C000642,C000645,C000693,C000694,C000736,C000755,C000795,C000831,C000886,C000889,C000898,C000928,C000932,C000940,C000948,C000968,C000970,C000985,C000995,D000014,D000187,D000212,D000225,D000228,D000265,D000335,D000338,D000354,D000360,D000362,D000363,D000371,D000387,D000411,D000438,D000448,D000453,D000468,D000480,D000494,D000496,D000503,D000536,D000551,E000023,E000029,E000032,E000051,E000094,E000111,E000119,E000178,E000182,E000253,F000001,F000019,F000082,F000086,F000142,F000169,F000175,F000183,F000191,F000192,F000195,F000205,F000230,F000255,F000258,F000267,F000382,F000385,F000408,F000417,G000031,G000035,G000080,G000092,G000101,G000111,G000118,G000169,G000181,G000182,G000224,G000265,G000302,G000395,G000399,G000415,G000437,G000440,G000447,G000469,G000483,G000538,G000543,H000026,H000081,H000116,H000146,H000147,H000209,H000231,H000284,H000294,H000298,H000356,H000423,H000492,H000502,H000579,H000584,H000598,H000600,H000606,H000663,H000683,H000741,H000754,H000757,H000768,H000824,H000943,H000983,I000010,I000052,J000039,J000058,J000060,J000077,J000088,J000090,J000125,J000132,J000150,J000159,J000160,J000236,K000039,K000056,K000071,K000072,K000101,K000111,K000120,K000130,K000138,K000231,K000244,K000248,K000257,K000271,K000283,K000301,K000303,K000315,K000321,K000350,L000037,L000038,L000040,L000076,L000091,L000100,L000163,L000185,L000238,L000251,L000277,L000291,L000424,L000439,L000493,L000498,L000499,L000501,L000502,M000001,M000053,M000064,M000065,M000091,M000112,M000119,M000186,M000191,M000224,M000231,M000263,M000272,M000296,M000332,M000364,M000440,M000446,M000454,M000457,M000462,M000510,M000538,M000545,M000572,M000598,M000606,M000615,M000631,M000661,M000693,M000709,M000738,M000775,M000805,M000823,M000861,M001026,M001032,M001040,M001051,M001081,M001082,N000046,N000092,N000153,O000009,O000016,O000024,O000025,O000029,O000030,O000033,O000065,O000074,O000087,O000089,O000094,O000133,O000149,P000002,P000046,P000086,P000103,P000105,P000111,P000142,P000165,P000260,P000261,P000268,P000281,P000285,P000305,P000339,P000395,P000398,P000408,P000488,Q000017,R000001,R000025,R000032,R000046,R000056,R000082,R000108,R000111,R000113,R000132,R000155,R000209,R000214,R000256,R000317,R000341,R000358,R000362,R000392,R000405,R000418,R000483,R000546,R000555,S000001,S000008,S000011,S000037,S000069,S000079,S000110,S000137,S000144,S000145,S000165,S000196,S000219,S000228,S000277,S000285,S000287,S000335,S000377,S000436,S000452,S000523,S000543,S000554,S000572,S000580,S000591,S000652,S000668,S000676,S000683,S000701,S000717,S000773,S000816,S000820,S000845,S001038,S001051,S001072,S001086,S001102,S001127,T000001,T000045,T000072,T000083,T000087,T000112,T000133,T000155,T000156,T000175,T000189,T000197,T000257,T000283,T000289,T000295,T000323,T000354,T000358,T000417,U000005,V000100,V000105,V000106,V000118,W000012,W000088,W000108,W000166,W000221,W000230,W000265,W000294,W000304,W000343,W000361,W000364,W000430,W000450,W000455,W000494,W000663,W000668,W000678,W000683,W000702,W000718,W000720,Z000009,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,Yea,Nay,Nay,,Nay,Yea,Present,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Present,Yea,Yea,Nay,Yea,,Nay,Nay,Nay,Present,Yea,Yea,Present,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Present,Nay,Yea,Yea,Nay,Present,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Present,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Present,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,,Yea,Nay,Yea,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Present,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Present,,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Present,Nay,Nay,Nay,Yea,,,Yea,Nay,Nay,,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Present,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Present,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Present,Yea,Nay,Yea,1938-01-10,0,,unknown,hr4782,,,,unknown
Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Present,Nay,,Present,Yea,Nay,Nay,,Yea,Yea,Nay,Yea,Present,Yea,Yea,Yea,Present,Nay,Yea,Nay,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Yea,Yea,Present,Yea,Yea,Yea,Present,Nay,Nay,Not Voting,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Present,Nay,Yea,Nay,Yea,,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Present,Present,Yea,Yea,Present,Yea,Yea,Present,Yea,Nay,Present,Nay,Yea,Present,Yea,Yea,Nay,Yea,Yea,Present,Yea,Present,Present,Yea,Yea,Present,Nay,Yea,Nay,Yea,,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Nay,Present,Nay,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Present,Present,Yea,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Present,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Present,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Present,Nay,Nay,Yea,Yea,Yea,Yea,Nay,,,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Present,Nay,Yea,Yea,Yea,Yea,Nay,Present,Yea,Present,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Present,,Yea,Yea,Nay,Present,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Present,Nay,Yea,Nay,Yea,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,,Nay,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Yea,Present,Nay,Yea,Yea,Yea,Present,Yea,Present,Nay,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Present,Yea,Yea,Nay,Nay,Present,Yea,Nay,Yea,Nay,Nay,Yea,Present,Nay,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Present,Nay,Yea,Yea,Yea,Present,Yea,Present,Not Voting,Yea,Present,Nay,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Nay,1938-01-18,0,,unknown,hr4872,,,,unknown
Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,,Yea,Yea,Present,Nay,,Not Voting,Yea,Present,Yea,Present,Present,Yea,Yea,Present,Yea,Nay,Yea,Yea,Nay,Not Voting,Present,Nay,Yea,Yea,Yea,,Yea,Yea,Present,Yea,Present,Yea,Yea,Yea,Nay,Not Voting,Present,Nay,Yea,Present,Present,Yea,Present,Yea,Yea,Nay,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Present,Nay,Yea,Not Voting,Nay,,Yea,Yea,Present,Present,Yea,Nay,Present,Present,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Present,Present,Present,Nay,Present,Yea,Yea,Present,Yea,Nay,Present,Not Voting,Nay,Present,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Present,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Nay,Present,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Present,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Present,Nay,Yea,Present,Present,,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Present,Yea,Yea,Present,Yea,Nay,Yea,Present,,Yea,Yea,Yea,,Yea,Not Voting,Present,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Present,Yea,Present,Yea,Not Voting,Nay,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Present,Yea,Present,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Present,Yea,Nay,Yea,Yea,Present,Yea,Yea,Yea,Present,Present,Yea,Nay,Nay,Present,Nay,Nay,Nay,Present,Present,Present,Yea,Yea,Yea,Present,Nay,Yea,Nay,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Present,Nay,Not Voting,Yea,Present,Present,Nay,Present,Nay,,,Yea,Yea,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Present,Present,Nay,Present,Present,Nay,Present,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Present,Nay,Yea,Yea,Yea,Yea,Nay,,Not Voting,Yea,Yea,Present,Yea,Nay,Nay,Present,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Present,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Present,Present,Not Voting,Yea,Yea,Nay,Yea,Present,Yea,Present,Yea,Yea,Yea,Not Voting,Nay,Yea,Present,Present,Nay,Nay,Yea,Present,Present,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Present,Yea,Not Voting,Nay,,Present,Not Voting,Nay,Nay,Nay,Nay,Nay,Present,Present,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Present,Yea,1938-01-18,0,,unknown,hr6652,,,,unknown
Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Yea,Nay,Nay,,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Not Voting,Yea,Yea,Nay,Present,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Present,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Present,Nay,Present,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Present,Nay,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Present,Nay,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Present,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Yea,Present,Yea,Present,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Present,Nay,Present,Yea,Present,Yea,Yea,Yea,Nay,,,Yea,Yea,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Present,,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Present,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Present,Not Voting,Yea,Present,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Present,Yea,Nay,Nay,Yea,Nay,Present,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,,Not Voting,Present,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Present,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,1938-02-08,0,,unknown,hr8505,,,,unknown
Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Yea,Not Voting,Nay,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Yea,Nay,Yea,Present,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Present,Nay,Present,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Present,Yea,,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Present,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Present,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Present,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,,,Yea,Yea,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Present,Yea,Present,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Present,Yea,Yea,Yea,Nay,Present,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Present,Yea,Yea,Present,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Present,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,,Not Voting,Yea,Nay,Present,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Nay,Present,Yea,Present,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,1938-02-09,0,,unknown,hr8505,,,,unknown
Yea,Present,Present,Nay,Present,Nay,Yea,Yea,Yea,Present,Yea,Nay,Present,Yea,,Yea,Nay,Present,Present,,Yea,Present,Present,Present,Present,Nay,Nay,Present,Nay,Present,Nay,Present,Nay,Yea,Present,Present,Present,Present,Nay,Yea,,Present,Nay,Not Voting,Yea,Present,Nay,Present,Yea,Yea,Nay,Yea,Present,Nay,Nay,Nay,Present,Not Voting,Present,Nay,Yea,Yea,Present,Present,Yea,Yea,Present,Yea,Present,Nay,Yea,Present,Present,Present,Yea,Yea,,Present,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Present,Nay,Present,Nay,Present,Present,Present,Yea,Present,Present,Present,Yea,Nay,Present,Nay,Yea,Not Voting,Present,Present,Yea,Yea,Present,Yea,Nay,Present,Present,Present,Present,Nay,Present,Yea,Nay,Nay,Nay,,Nay,Yea,Present,Yea,Nay,Yea,Present,Present,Yea,Yea,Present,Yea,Present,Nay,Nay,Yea,,Yea,Yea,Nay,Present,Nay,Yea,Present,Yea,Nay,Nay,Present,Not Voting,Present,Nay,Present,Yea,Nay,Nay,Nay,,Nay,Present,Nay,Yea,Present,Yea,Nay,Present,Present,Yea,Present,Present,Yea,Yea,Present,Present,Present,Present,Present,Present,Nay,Yea,Nay,Yea,,Nay,Nay,Nay,,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Present,Nay,Yea,Yea,Present,Present,Nay,Yea,Nay,Yea,Yea,Present,Yea,Not Voting,Yea,Nay,Nay,Present,Nay,Not Voting,Present,Present,Present,Yea,Present,,Yea,Nay,Yea,Not Voting,Yea,Present,Yea,Yea,Present,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Present,Yea,Present,Yea,Present,Yea,Not Voting,Present,Nay,Yea,Not Voting,Yea,Yea,Present,Present,Not Voting,Yea,Yea,Present,Nay,Present,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Present,Not Voting,Yea,Present,Present,Yea,Yea,Nay,Yea,Yea,Present,Yea,,,Yea,Yea,Yea,,Nay,Yea,Yea,Present,Nay,Nay,Yea,Nay,Present,Present,Yea,Nay,Yea,Present,Present,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Present,Nay,Nay,Yea,Nay,Nay,Present,,Present,Present,Present,Yea,Present,Yea,Yea,Present,Yea,Yea,Nay,Present,Present,Present,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,,Present,Present,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Present,Yea,Present,Present,Present,Present,Yea,Yea,Yea,Nay,Nay,Yea,Present,Present,Present,Present,Yea,Yea,Present,Not Voting,Yea,Yea,Present,Yea,Nay,Nay,Present,Yea,Present,Nay,,Present,Yea,Yea,Nay,Yea,Yea,Yea,Present,Present,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Present,Nay,Yea,Yea,Present,Yea,Yea,Nay,Present,Present,Nay,Yea,Nay,Yea,Present,Nay,Nay,Present,Not Voting,Present,Present,Nay,Present,Yea,Yea,Yea,Present,Present,Yea,Present,Yea,Present,Yea,Present,Yea,1938-02-10,0,,unknown,sjres54,,,,unknown
Nay,Present,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Present,Nay,Nay,Yea,Nay,,Present,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Present,Nay,Nay,Yea,Nay,Yea,Nay,Present,Present,Nay,Yea,Yea,Nay,,Not Voting,Yea,Present,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Present,Yea,Yea,Present,Nay,Not Voting,Nay,Present,Yea,Nay,Present,Nay,Nay,Yea,Present,Nay,Present,Yea,Present,Not Voting,Nay,Nay,Yea,Nay,,Present,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Present,Present,Present,Present,Nay,Nay,Present,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Present,Present,Nay,Nay,Present,Yea,Nay,Nay,Present,Yea,Present,Yea,Present,Yea,Nay,Nay,Yea,,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Present,Nay,Present,Nay,Nay,Nay,,Nay,Yea,Nay,Present,Yea,Nay,Nay,Nay,Nay,Yea,Present,Present,Present,Yea,Present,Yea,Nay,Nay,Nay,,Nay,Yea,Present,Nay,Nay,Nay,Nay,Yea,Present,Yea,Nay,Present,Not Voting,Nay,Present,Nay,Present,Nay,Nay,Nay,Yea,Nay,Present,Present,,Yea,Yea,Yea,,Nay,Nay,Nay,Present,Nay,Present,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Present,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Not Voting,Present,Present,Present,Nay,Nay,Present,Nay,Nay,Present,Yea,Yea,Not Voting,Present,Nay,Present,Present,Present,Nay,Present,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Present,Present,Nay,Nay,Yea,Yea,Yea,Nay,Present,Nay,Nay,Yea,Yea,Present,Present,Not Voting,Nay,Not Voting,Nay,Present,Yea,Present,Present,Nay,Present,Nay,,,Yea,Present,Yea,,Yea,Present,Yea,Nay,Yea,Nay,Yea,Present,Present,Nay,Nay,Yea,Nay,Present,Present,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Present,,Present,Nay,Yea,Present,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Present,Yea,Nay,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Present,Nay,Present,Nay,,Nay,Present,Present,Nay,Present,Nay,Nay,Yea,Nay,Yea,Present,Nay,Yea,Present,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Present,Present,Nay,Nay,Nay,Present,Present,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Yea,,Present,Nay,Nay,Present,Nay,Nay,Nay,Present,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Present,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Present,Nay,Yea,Present,Nay,Nay,Present,Yea,Present,Nay,Present,Nay,Present,Nay,Present,Nay,Nay,Present,Nay,Yea,Nay,Nay,Nay,Present,Present,Present,Nay,1938-02-15,0,,unknown,hr9361,,,,unknown
