B000212,B000228,B000345,B000398,B000413,B000664,B000763,C000282,C000284,C000291,C000325,C000499,C000553,D000308,E000024,E000070,E000136,F000122,G000005,H000226,H000279,H000398,H000494,H000739,J000170,J000194,K000006,K000217,K000287,L000376,L000378,M000034,M000137,M000475,M000519,M000774,N000118,P000322,R000047,R000129,R000245,R000297,R000378,R000471,R000500,S000052,S000268,S000411,S000609,S000628,T000108,T000171,V000009,V000037,W000376,W000482,W000540,W000711,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Not Voting,,Not Voting,Yea,Yea,Yea,Yea,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,,Yea,,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,,Yea,Yea,Nay,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,Nay,,Not Voting,,Not Voting,Not Voting,Yea,Nay,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,1826-05-19,0,,unknown,,,,,unknown
Yea,,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Nay,,Yea,,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Not Voting,,Not Voting,Yea,Yea,Not Voting,Yea,,Nay,,Nay,Yea,Yea,Yea,Not Voting,Yea,,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,1826-05-19,0,,unknown,,,,,unknown
Not Voting,,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,,Yea,,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,,Yea,Nay,Nay,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Yea,,Yea,Yea,Not Voting,Nay,Not Voting,Yea,,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,1826-05-19,0,,unknown,,,,,unknown
Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Nay,,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Yea,,Nay,,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,,Nay,Yea,Nay,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,,Nay,,Yea,Nay,Nay,Nay,Yea,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,1826-05-20,0,,unknown,,,,,unknown
Nay,,Not Voting,Not Voting,Nay,Yea,Nay,Nay,,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Nay,,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,,Nay,Yea,Nay,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,,Nay,,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,1826-05-20,0,,unknown,,,,,unknown
Yea,,Not Voting,Not Voting,Nay,Yea,Nay,Yea,,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,,Yea,,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,,Yea,Nay,Yea,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Nay,,Not Voting,Yea,Not Voting,Yea,Nay,Yea,,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,1826-05-20,0,,unknown,,,,,unknown
Not Voting,,Not Voting,Not Voting,Yea,Nay,Yea,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,,Nay,,,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,,Nay,Yea,Nay,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,,Yea,Nay,Not Voting,Nay,Yea,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,1826-05-20,0,,unknown,,,,,unknown
Yea,,Not Voting,Not Voting,Nay,Yea,Nay,Yea,,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,,Yea,,,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,,Yea,Nay,Yea,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,,Nay,Yea,Not Voting,Yea,Yea,Yea,,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,1826-05-20,0,,unknown,,,,,unknown
Nay,,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Nay,,,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,,Yea,Yea,Nay,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,1826-05-20,0,,unknown,,,,,unknown
Yea,,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,,,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,,Not Voting,Nay,Nay,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,1826-05-22,0,,unknown,,,,,unknown
Nay,,Not Voting,Yea,Yea,Not Voting,Nay,Yea,,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,,,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,,Not Voting,Not Voting,Nay,Yea,1826-05-22,0,,unknown,,,,,unknown
Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Yea,,Nay,,,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,,,Nay,Yea,Not Voting,,Not Voting,Yea,,Not Voting,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Yea,Nay,Nay,1826-12-08,0,,unknown,,,,,unknown
Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,,Nay,Yea,Yea,Yea,Nay,Yea,Yea,,Nay,,,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,,,Yea,Yea,,Nay,Not Voting,Yea,,Yea,Nay,,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,,Yea,Yea,Nay,Yea,1826-12-22,0,,unknown,,,,,unknown
Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,Yea,,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,,,Yea,Yea,,Yea,Not Voting,Not Voting,,Not Voting,Yea,,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,,Yea,Not Voting,Yea,Yea,1826-12-26,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Yea,,Nay,,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,,Nay,Yea,,Nay,Not Voting,Yea,,Nay,Yea,,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,,Nay,Not Voting,Yea,Not Voting,1827-01-05,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Yea,,Nay,,,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,,,Not Voting,Yea,,Nay,Yea,Yea,,Nay,Yea,,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,,Nay,Yea,Not Voting,Nay,1827-01-11,0,,unknown,,,,,unknown
Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,,,Nay,Yea,,Yea,Yea,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,,Not Voting,Yea,Nay,Yea,1827-01-15,0,,unknown,,,,,unknown
Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,,Nay,,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,,,Nay,Yea,,Not Voting,Yea,Yea,,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,,Not Voting,Yea,Nay,Nay,1827-01-16,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,,Yea,,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,,Nay,Yea,,Not Voting,Yea,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,,Not Voting,Yea,Nay,Yea,1827-01-16,0,,unknown,,,,,unknown
Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,,,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,,,Nay,Yea,,Not Voting,Not Voting,Yea,,Nay,Yea,,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,,Nay,Nay,Yea,Not Voting,1827-01-19,0,,unknown,,,,,unknown
Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,,Yea,,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,,,Yea,Yea,,Not Voting,Not Voting,Yea,,Yea,Nay,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Yea,Nay,Yea,1827-01-19,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,,,Nay,Yea,,Not Voting,Not Voting,Yea,,Nay,Yea,,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,,Nay,Yea,Yea,Yea,1827-01-19,0,,unknown,,,,,unknown
Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Not Voting,,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,,Nay,,,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,,,Nay,Yea,,Not Voting,Not Voting,Yea,,Nay,Yea,,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,,Nay,Nay,Yea,Nay,1827-01-19,0,,unknown,,,,,unknown
Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Nay,Yea,,Not Voting,Not Voting,Yea,,Nay,Yea,,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,1827-01-22,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,,Nay,Yea,,Not Voting,Not Voting,Yea,,Nay,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,1827-01-22,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,,,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,,Nay,Not Voting,,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Not Voting,,Yea,Yea,Yea,Not Voting,1827-01-23,0,,unknown,,,,,unknown
Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Nay,Not Voting,,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,,Not Voting,Yea,Yea,Not Voting,1827-01-23,0,,unknown,,,,,unknown
Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,,Nay,Yea,Yea,Nay,Yea,Yea,Yea,,Nay,,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Nay,Yea,,Not Voting,Yea,Nay,,Nay,Nay,Yea,Yea,,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,,Nay,Nay,Nay,Not Voting,1827-01-23,0,,unknown,,,,,unknown
Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,,Nay,,,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,,,Yea,Nay,,Nay,Not Voting,Not Voting,,Yea,Yea,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,1827-01-25,0,,unknown,,,,,unknown
Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Yea,,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,,Yea,Yea,,Nay,Nay,Yea,,Yea,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,Nay,1827-01-26,0,,unknown,,,,,unknown
Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,,Nay,,,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,,,Yea,Nay,,Nay,Nay,Not Voting,,Yea,Not Voting,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,1827-01-27,0,,unknown,,,,,unknown
Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Not Voting,,,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,,,Nay,Yea,,Not Voting,Not Voting,Not Voting,,Nay,Yea,Yea,Yea,,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Not Voting,Yea,Nay,1827-01-30,0,,unknown,,,,,unknown
Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Not Voting,,,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Yea,,,Nay,Nay,,Not Voting,Yea,Not Voting,,Nay,Nay,Nay,Yea,,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,1827-01-31,0,,unknown,,,,,unknown
Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,,Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Yea,,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Nay,Nay,,Not Voting,Yea,Nay,,Nay,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,,Nay,Nay,Yea,Nay,1827-02-01,0,,unknown,,,,,unknown
Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,,Yea,Nay,Nay,Yea,Nay,Yea,Yea,,Nay,,,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,,Yea,Nay,,Not Voting,Not Voting,Nay,,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,,Yea,Yea,Yea,Yea,1827-02-02,0,,unknown,,,,,unknown
Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Nay,Yea,Nay,Yea,Yea,,Nay,,,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,,Yea,Nay,,Yea,Not Voting,Nay,,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,,Yea,Yea,Yea,Yea,1827-02-05,0,,unknown,,,,,unknown
Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,,Nay,Nay,Yea,Yea,Yea,Nay,Yea,,Nay,,,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,,,Yea,Nay,,Nay,Yea,Nay,,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,1827-02-05,0,,unknown,,,,,unknown
Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Nay,Yea,Nay,Yea,Nay,,Nay,,,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,,,Yea,Yea,,Yea,Nay,Yea,,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,,Yea,Yea,Nay,Nay,1827-02-06,0,,unknown,,,,,unknown
Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,,Yea,Nay,,Nay,Nay,Yea,,Yea,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,,Yea,Nay,Nay,Nay,1827-02-06,0,,unknown,,,,,unknown
Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,,,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,,,Nay,Nay,,Nay,Yea,Nay,,Nay,Nay,Yea,Yea,,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Nay,Yea,Nay,1827-02-06,0,,unknown,,,,,unknown
Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Nay,Yea,,Yea,Not Voting,Yea,,Nay,Yea,Yea,Yea,,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,,Yea,Not Voting,Yea,Yea,1827-02-08,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Nay,,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Nay,Yea,,Yea,Not Voting,Yea,,Nay,Yea,Yea,Yea,,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,1827-02-12,0,,unknown,,,,,unknown
Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,,Not Voting,,,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,,,Yea,Nay,,Nay,Not Voting,Not Voting,,Not Voting,Yea,Nay,Yea,,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Yea,Nay,1827-01-30,0,,unknown,,,,,unknown
Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,,Yea,Not Voting,Nay,Yea,Yea,Yea,Nay,,Yea,,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,,,Yea,Nay,,Yea,Nay,Nay,,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,1827-02-12,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,,Nay,Yea,,Yea,Yea,Yea,,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,1827-02-12,0,,unknown,,,,,unknown
Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Yea,Yea,Nay,,Yea,,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,,,Yea,Nay,,Yea,Nay,Nay,,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,1827-02-12,0,,unknown,,,,,unknown
Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Nay,,,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,,,Yea,Nay,,Yea,Nay,Nay,,Yea,Not Voting,Yea,Nay,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Yea,Nay,1827-02-13,0,,unknown,,,,,unknown
Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,Yea,,Yea,,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,,Nay,Yea,,Nay,Yea,Yea,,Nay,Not Voting,Nay,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Not Voting,Yea,Nay,Yea,1827-02-13,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Nay,Yea,,Yea,Not Voting,Yea,,Nay,Yea,Yea,Yea,,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,,Not Voting,Yea,Not Voting,Nay,1827-02-13,0,,unknown,,,,,unknown
Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,,,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,,,Nay,Yea,,Nay,Not Voting,Yea,,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,,Not Voting,Not Voting,Nay,Yea,1827-02-13,0,,unknown,,,,,unknown
Yea,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,,,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,,Nay,Nay,,Nay,Not Voting,Yea,,Nay,Nay,Yea,Yea,,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,,Not Voting,Nay,Nay,Nay,1827-02-13,0,,unknown,,,,,unknown
Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Yea,Yea,,Not Voting,,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Nay,Yea,,Yea,Not Voting,Yea,,Nay,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,1827-02-14,0,,unknown,,,,,unknown
Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,,,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,,,Nay,Yea,,Not Voting,Not Voting,Yea,,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,,Not Voting,Yea,Not Voting,Nay,1827-02-14,0,,unknown,,,,,unknown
Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Yea,Yea,,Nay,,,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,,,Yea,Nay,,Not Voting,Not Voting,Nay,,Yea,Yea,Nay,Nay,,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Not Voting,Nay,Not Voting,Yea,1827-02-14,0,,unknown,,,,,unknown
Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,,Nay,,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,,,Nay,Nay,,Nay,Not Voting,Yea,,Nay,Yea,Nay,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Yea,,Yea,Nay,Not Voting,Yea,1827-02-14,0,,unknown,,,,,unknown
Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Nay,,Yea,,,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,,,Yea,Yea,,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,,Yea,Nay,Yea,Not Voting,1827-02-16,0,,unknown,,,,,unknown
Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,,Nay,,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,,Nay,Yea,,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,1827-02-17,0,,unknown,,,,,unknown
