B000345,B000398,B000433,B000503,B000903,B001005,C000044,C000282,C000482,C000496,C001023,E000281,F000284,F000373,G000264,G000509,H000494,H000593,J000194,K000006,K000125,K000207,K000217,K000287,L000232,L000338,M000096,M000492,M000898,M000989,N000010,P000402,P000436,P000510,P000519,R000285,R000297,R000344,R000502,S000334,S000411,S000594,S000689,S000744,S001116,T000032,T000284,T000300,T000450,W000017,W000238,W000376,W000475,W000770,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Nay,,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Nay,1835-02-09,0,,unknown,,,,,unknown
Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,,Nay,Not Voting,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,,Yea,1835-02-11,0,,unknown,,,,,unknown
Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,,Nay,Not Voting,Not Voting,Nay,,Nay,Yea,Nay,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,,Nay,1835-02-11,0,,unknown,s111,,,,unknown
Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,,Yea,Not Voting,Not Voting,Yea,,Yea,Yea,Nay,Yea,Nay,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,1835-02-13,0,,unknown,s100,,,,unknown
Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,,Nay,Not Voting,Yea,Nay,,Nay,Yea,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,,Yea,1835-02-13,0,,unknown,,,,,unknown
Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,,Yea,1835-02-14,0,,unknown,s102,,,,unknown
Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,,Yea,Not Voting,Nay,Yea,,Not Voting,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,1835-02-16,0,,unknown,s154,,,,unknown
Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Not Voting,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Nay,,Nay,1835-02-18,0,,unknown,s148,,,,unknown
Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,Nay,Nay,Yea,,Nay,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,,Nay,1835-02-19,0,,unknown,s101,,,,unknown
Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,,Not Voting,Yea,Not Voting,Nay,Yea,,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,Nay,1835-02-20,0,,unknown,s154,,,,unknown
Yea,Yea,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Yea,,Yea,Nay,Not Voting,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,1835-02-21,0,,unknown,s154,,,,unknown
Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,,Not Voting,Yea,Nay,Yea,,Yea,Yea,Not Voting,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,Not Voting,1835-02-21,0,,unknown,s95,,,,unknown
Yea,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Not Voting,Nay,Yea,,Yea,Yea,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,,Nay,1835-02-21,0,,unknown,s155,,,,unknown
Yea,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Not Voting,Nay,Yea,,Yea,Yea,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,,Nay,1835-02-21,0,,unknown,s155,,,,unknown
Yea,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Not Voting,Nay,Yea,,Yea,Yea,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,,Nay,1835-02-21,0,,unknown,s155,,,,unknown
Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Not Voting,Nay,Yea,,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,1835-02-21,0,,unknown,s155,,,,unknown
Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Not Voting,Nay,Yea,,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,1835-02-21,0,,unknown,s155,,,,unknown
Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,1835-02-21,0,,unknown,s155,,,,unknown
Yea,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Not Voting,Nay,Yea,,Not Voting,Yea,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,,Yea,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,1835-02-21,0,,unknown,s155,,,,unknown
Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,1835-02-23,0,,unknown,s145,,,,unknown
Yea,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,1835-02-24,0,,unknown,s155,,,,unknown
Nay,Yea,Yea,Nay,Yea,Nay,Yea,,Nay,Nay,Nay,Nay,,Nay,Nay,Not Voting,Yea,Nay,,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,,Yea,1835-02-24,0,,unknown,s155,,,,unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,,Yea,Nay,Not Voting,Yea,Nay,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Not Voting,1835-02-24,0,,unknown,s145,,,,unknown
Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,,Yea,Not Voting,Yea,Yea,,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Yea,,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,,Nay,1835-02-25,0,,unknown,s136,,,,unknown
Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,1835-02-26,0,,unknown,s153,,,,unknown
Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Not Voting,Yea,,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Yea,,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,1835-02-26,0,,unknown,s153,,,,unknown
Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,,Not Voting,Yea,Yea,Yea,,Nay,Yea,Not Voting,Yea,Nay,,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,,Not Voting,1835-02-26,0,,unknown,s153,,,,unknown
Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Nay,Yea,,Not Voting,Yea,Not Voting,Yea,Nay,,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Yea,,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,,Nay,1835-02-26,0,,unknown,s157,,,,unknown
Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,,Not Voting,Not Voting,Yea,Yea,,Not Voting,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,,Not Voting,1835-02-26,0,,unknown,s153,,,,unknown
Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,,Not Voting,Yea,Nay,Yea,,Yea,Nay,Not Voting,Nay,Nay,,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,,Not Voting,1835-02-27,0,,unknown,s153,,,,unknown
Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Yea,Not Voting,Nay,Yea,,Not Voting,Nay,Not Voting,Yea,Nay,,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,,Nay,1835-02-27,0,,unknown,s108,,,,unknown
Yea,Nay,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Nay,,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,,Nay,1835-02-28,0,,unknown,,,,,unknown
Nay,Yea,Nay,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Nay,,Nay,Yea,Yea,Nay,Yea,,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,1835-02-28,0,,unknown,,,,,unknown
Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,,Nay,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,1835-02-28,0,,unknown,,,,,unknown
Not Voting,Nay,Yea,Nay,Not Voting,Yea,Not Voting,,Not Voting,Yea,Yea,Yea,,Yea,Nay,Not Voting,Not Voting,Nay,,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,,Nay,1835-03-02,0,,unknown,,,,,unknown
Yea,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,,Not Voting,Not Voting,Yea,Yea,,Yea,Yea,Not Voting,Not Voting,Nay,,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,,Not Voting,1835-03-02,0,,unknown,,,,,unknown
Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,,Nay,Nay,Yea,Nay,,Nay,Yea,Yea,Not Voting,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,,Not Voting,1835-03-02,0,,unknown,,,,,unknown
Yea,Nay,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,,Nay,1835-03-02,0,,unknown,hr61,,,,unknown
Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,1835-03-02,0,,unknown,,,,,unknown
Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,,Yea,1835-03-02,0,,unknown,hr61,,,,unknown
Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Nay,Nay,Not Voting,Nay,,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,,Yea,1835-03-02,0,,unknown,hr61,,,,unknown
Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,,Not Voting,Yea,Yea,Nay,,Not Voting,Yea,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,,Yea,1835-03-02,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Nay,Nay,Yea,,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Not Voting,Not Voting,Nay,,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,,Nay,1835-03-02,0,,unknown,hr33,,,,unknown
Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,,Not Voting,Yea,Nay,Yea,,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,,Not Voting,1835-03-02,0,,unknown,hr64,,,,unknown
Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,,Not Voting,Nay,Nay,Nay,,Not Voting,Yea,Not Voting,Yea,Nay,,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,,Not Voting,1835-03-02,0,,unknown,hr64,,,,unknown
Nay,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,,Nay,Nay,Yea,Nay,,Nay,,Yea,Not Voting,Yea,,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,,Yea,1835-03-03,0,,unknown,,,,,unknown
Yea,Nay,Yea,Nay,Yea,Yea,Nay,,Yea,Yea,Nay,Nay,,Yea,,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Yea,,Yea,1835-03-03,0,,unknown,,,,,unknown
Yea,Nay,Yea,Nay,Nay,Nay,Yea,,Yea,Nay,Not Voting,Yea,,Yea,,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,,Nay,1835-03-03,0,,unknown,,,,,unknown
Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,,Yea,,Yea,Nay,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,,Yea,1835-03-03,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,,Yea,Yea,Nay,Yea,,Yea,,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,1835-03-03,0,,unknown,,,,,unknown
Yea,Nay,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Yea,,Yea,,Nay,Not Voting,Nay,,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,,Nay,1835-03-03,0,,unknown,,,,,unknown
Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,,Not Voting,Not Voting,Nay,Yea,,Yea,,Yea,Nay,Nay,,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,,Yea,1835-03-03,0,,unknown,hr68,,,,unknown
Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,,Yea,Yea,,Yea,,Not Voting,,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Nay,,Nay,1835-03-03,0,,unknown,s174,,,,unknown
Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Yea,,Yea,,Yea,,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,,Nay,1835-03-03,0,,unknown,s139,,,,unknown
Yea,Nay,Yea,Nay,Nay,Nay,Yea,,Yea,Yea,,Yea,,Yea,,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,1835-03-03,0,,unknown,hr60,,,,unknown
Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,,Yea,Yea,,Yea,,Yea,,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,,Yea,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,1835-03-03,0,,unknown,hr60,,,,unknown
