A000114,A000138,A000179,A000186,A000196,A000216,A000239,A000250,A000257,A000290,B000093,B000112,B000139,B000158,B000191,B000232,B000237,B000245,B000274,B000296,B000320,B000332,B000356,B000380,B000486,B000515,B000545,B000565,B000588,B000594,B000601,B000602,B000604,B000607,B000621,B000640,B000725,B000742,B000743,B000884,B000909,B000940,B000999,B001017,B001023,B001024,B001056,B001069,B001079,B001084,B001179,B001206,B001214,B001222,C000070,C000113,C000115,C000117,C000132,C000154,C000195,C000207,C000221,C000225,C000264,C000317,C000346,C000365,C000439,C000473,C000489,C000515,C000535,C000565,C000582,C000584,C000616,C000617,C000642,C000645,C000693,C000736,C000755,C000768,C000795,C000810,C000831,C000887,C000889,C000898,C000932,C000948,C000968,C000970,C000993,C001006,D000007,D000050,D000094,D000108,D000160,D000212,D000292,D000335,D000338,D000354,D000360,D000362,D000363,D000406,D000411,D000448,D000453,D000475,D000480,D000496,D000536,D000571,D000585,E000023,E000029,E000041,E000051,E000107,E000119,E000132,E000160,E000178,E000182,F000001,F000066,F000075,F000142,F000169,F000175,F000183,F000191,F000192,F000233,F000240,F000241,F000255,F000258,F000264,F000267,F000417,G000014,G000031,G000098,G000101,G000111,G000118,G000135,G000147,G000163,G000169,G000181,G000206,G000207,G000320,G000338,G000360,G000379,G000381,G000384,G000415,G000447,G000538,G000543,H000026,H000050,H000060,H000081,H000146,H000200,H000217,H000231,H000249,H000260,H000284,H000294,H000298,H000423,H000437,H000443,H000450,H000492,H000550,H000600,H000613,H000640,H000663,H000683,H000709,H000717,H000741,H000757,H000768,H000824,H000863,H000943,H000983,I000010,I000052,J000013,J000039,J000058,J000060,J000088,J000090,J000096,J000100,J000111,J000117,J000132,J000150,J000159,J000160,J000165,J000183,J000249,J000264,K000029,K000039,K000041,K000044,K000058,K000071,K000111,K000112,K000130,K000138,K000170,K000171,K000196,K000231,K000244,K000257,K000261,K000301,K000303,K000315,K000321,K000341,L000037,L000052,L000065,L000076,L000100,L000157,L000163,L000185,L000251,L000291,L000501,L000537,M000001,M000016,M000018,M000053,M000065,M000094,M000112,M000122,M000191,M000199,M000224,M000272,M000297,M000364,M000446,M000454,M000460,M000484,M000510,M000538,M000545,M000568,M000661,M000681,M000693,M000756,M000775,M000778,M000805,M000859,M001026,M001040,M001078,M001081,M001112,M001127,N000006,N000046,N000092,N000137,N000153,O000009,O000014,O000029,O000033,O000056,O000065,O000074,O000089,O000120,O000133,P000002,P000011,P000103,P000105,P000142,P000165,P000260,P000261,P000285,P000288,P000339,P000371,P000385,P000387,P000395,P000398,P000488,P000536,R000001,R000025,R000032,R000046,R000055,R000056,R000082,R000108,R000111,R000113,R000132,R000209,R000214,R000280,R000288,R000317,R000319,R000341,R000358,R000362,R000369,R000373,R000392,R000405,R000413,R000418,R000538,R000546,S000001,S000008,S000036,S000067,S000069,S000079,S000105,S000110,S000144,S000145,S000162,S000174,S000196,S000219,S000277,S000285,S000287,S000335,S000342,S000377,S000406,S000433,S000436,S000532,S000536,S000554,S000572,S000580,S000585,S000590,S000591,S000668,S000676,S000683,S000701,S000717,S000755,S000816,S000820,S000823,S000845,S000896,S000998,S001056,S001071,S001072,S001086,S001102,T000001,T000018,T000028,T000045,T000072,T000124,T000133,T000153,T000155,T000156,T000175,T000189,T000263,T000283,T000295,T000357,T000358,V000069,V000100,V000105,V000118,V000119,V000121,W000012,W000108,W000130,W000183,W000230,W000257,W000265,W000294,W000304,W000327,W000343,W000361,W000428,W000430,W000439,W000450,W000494,W000572,W000645,W000668,W000678,W000683,W000718,W000720,W000744,W000762,Y000053,Y000059,Z000009,date,isAmendment,requires,result,title
Nay,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Present,Present,,Yea,Nay,Present,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,,,Yea,Nay,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Present,Present,Present,Nay,Yea,Yea,Nay,Yea,,Present,Nay,Nay,Yea,Nay,Present,Nay,Yea,Yea,Nay,Present,Nay,Nay,Nay,Present,Yea,Present,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Present,Nay,Present,,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Present,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Present,Nay,Yea,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,,Present,Nay,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Present,Yea,Present,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Present,Nay,Nay,Nay,Present,Present,Nay,Nay,Present,Yea,Yea,Yea,Nay,Yea,Yea,Present,Yea,Nay,,Yea,Nay,Yea,Yea,Present,Yea,Nay,Nay,Nay,Nay,Present,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Nay,Nay,Present,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Nay,Nay,Present,Present,Present,Nay,Yea,Yea,,Yea,Nay,Yea,Present,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,Present,Yea,Nay,Nay,Nay,Yea,Nay,Present,Present,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,,Nay,Yea,Nay,Yea,Present,Nay,Nay,Yea,Nay,Yea,Yea,Yea,,Nay,Nay,Present,Nay,Yea,Yea,Yea,Nay,Yea,Nay,,Nay,Nay,Nay,Present,Yea,Yea,Nay,Present,Present,Present,Nay,Nay,Present,Yea,Yea,Yea,Nay,Nay,Present,Yea,Yea,Nay,Present,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,,Present,Nay,Nay,Nay,Yea,Yea,Nay,Present,Nay,Present,,Present,Nay,Nay,Yea,Nay,Present,Nay,Nay,Yea,Nay,,Yea,Present,Yea,Yea,,Nay,Yea,Yea,Nay,Yea,Present,Yea,Nay,Nay,Yea,Present,Present,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Present,,Yea,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Yea,Present,Present,Yea,Nay,Yea,Present,Yea,Present,Nay,Yea,Present,Nay,Nay,Present,Present,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Present,Yea,Present,Yea,Yea,Yea,Present,Nay,Yea,Yea,Nay,1942-01-08,0,,unknown,hr5727
Nay,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Present,Present,,Yea,Nay,Present,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,,,Yea,Nay,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Present,Nay,Present,Nay,Yea,Yea,Nay,Yea,,Present,Nay,Nay,Yea,Nay,Present,Nay,Yea,Yea,Nay,Present,Nay,Nay,Nay,Present,Yea,Present,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Present,Nay,Present,,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Present,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Present,Nay,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Yea,Yea,,Present,Nay,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Present,Yea,Present,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Present,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Present,Nay,Nay,Nay,Nay,Present,Nay,Yea,Present,Yea,Yea,Yea,Nay,Present,Yea,Present,Yea,Nay,,Yea,Nay,Yea,Yea,Present,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Nay,Nay,Present,Yea,Yea,Yea,Yea,Present,Present,Nay,Yea,Nay,Nay,Present,Present,Present,Nay,Yea,Yea,,Yea,Nay,Yea,Present,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,Present,Nay,Yea,Nay,Nay,Yea,Nay,Present,Present,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,,Nay,Yea,Nay,Yea,Present,Nay,Nay,Yea,Nay,Yea,Yea,Yea,,Nay,Nay,Present,Nay,Yea,Yea,Yea,Nay,Yea,Nay,,Nay,Nay,Nay,Present,Yea,Yea,Nay,Present,Present,Present,Nay,Nay,Present,Yea,Yea,Yea,Nay,Nay,Present,Yea,Yea,Nay,Present,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,,Present,Nay,Nay,Nay,Yea,Nay,Nay,Present,Nay,Present,,Present,Nay,Nay,Yea,Nay,Present,Nay,Nay,Yea,Nay,,Yea,Present,Yea,Yea,,Nay,Yea,Yea,Nay,Present,Present,Nay,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Present,,Nay,Nay,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Yea,Present,Present,Yea,Nay,Yea,Present,Yea,Present,Nay,Nay,Nay,Not Voting,Nay,Present,Present,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Present,Yea,Present,Yea,Yea,Yea,Present,Nay,Nay,Yea,Nay,1942-01-08,0,,unknown,hr5727
Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Present,Yea,Yea,Yea,Present,Yea,Yea,Nay,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,,Present,Yea,Yea,Yea,Yea,Yea,,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,Present,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Present,Yea,Yea,Present,Yea,Present,Present,Yea,Yea,,Present,Yea,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,,Present,Yea,,Yea,Yea,Yea,Present,Yea,Present,Yea,Present,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,1942-01-12,0,,unknown,hr4643
Nay,Present,Nay,Yea,Yea,Present,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Present,Present,Nay,Nay,Nay,Nay,Present,Present,Present,Yea,Present,Nay,Present,Nay,Yea,Yea,Yea,,,Nay,Yea,Nay,Present,Nay,Present,Nay,Nay,Yea,Nay,Yea,Nay,Present,Nay,Present,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,Present,Present,Nay,Yea,Nay,Nay,Nay,Present,Yea,Nay,Nay,Present,Nay,Yea,Nay,Present,Yea,Yea,Nay,Nay,Present,Nay,Yea,,Present,Yea,Yea,Yea,Yea,Yea,Present,Nay,Present,Nay,Yea,Present,Present,Nay,Yea,Nay,,Yea,Nay,Present,Present,Present,Present,Present,Nay,Yea,Present,Yea,Present,Yea,Present,Present,Nay,,Nay,Yea,Present,Present,Nay,Yea,,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,,Nay,,Nay,Nay,Nay,Nay,Not Voting,Nay,Present,Present,Nay,Present,Nay,Nay,Nay,,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,Present,Nay,Present,Nay,Nay,Nay,Nay,Present,Yea,Present,Present,Yea,Yea,Nay,Yea,Present,Present,Nay,Present,Nay,Present,Yea,Present,Nay,Nay,,Yea,Not Voting,Nay,Nay,Present,Nay,Yea,Nay,Present,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,Present,Present,Nay,Yea,Present,Nay,Present,Nay,Yea,Present,Yea,Nay,Yea,Present,Nay,Present,Present,Present,Yea,Present,Yea,,Nay,Present,Nay,Present,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Present,Nay,Nay,Yea,Yea,Yea,Yea,Present,Present,Nay,Yea,Present,Yea,Yea,Nay,Present,Yea,Nay,Present,Present,,Yea,Yea,Present,Nay,Present,Nay,Nay,Present,Yea,Present,Nay,Yea,,Yea,Nay,Present,Present,Nay,Nay,Nay,Nay,Nay,Present,,Nay,Present,Nay,Present,Nay,Yea,Nay,Present,Present,Present,Nay,Present,Present,Present,Yea,Present,Nay,Present,Yea,Nay,Nay,Present,Present,Nay,Nay,Nay,Yea,Yea,Present,Yea,Present,Yea,Nay,Nay,Nay,Yea,Nay,Nay,,Yea,Present,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,,Nay,Present,Yea,Present,Present,Nay,Present,Present,Nay,Yea,,Present,Nay,Yea,Nay,Nay,Present,Nay,Present,Present,Yea,,Yea,Not Voting,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Present,Nay,Yea,Nay,Nay,Nay,Present,Yea,Nay,Nay,Present,Yea,Present,Present,Yea,Nay,Present,,Nay,Nay,,Nay,Nay,Nay,Present,Nay,Present,Nay,Present,Present,Yea,Nay,Nay,Present,Nay,Present,Nay,Present,Present,Yea,Nay,Present,Nay,Nay,Nay,Nay,Present,Present,Present,Yea,Present,Yea,Yea,Yea,Yea,Nay,Nay,Present,Nay,Nay,Yea,Present,Nay,Present,Nay,Nay,Nay,Present,1942-01-12,0,,unknown,hr4643
Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Present,Nay,Yea,Present,,,Nay,Nay,Yea,Present,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Present,Present,Nay,Yea,Nay,Nay,,Yea,Nay,Yea,Present,Present,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Present,Nay,,Nay,Nay,Nay,Present,Present,Yea,Present,Yea,Present,Present,Nay,Nay,Yea,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Present,Present,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,,Nay,Present,Nay,Yea,Present,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Present,Present,Present,Yea,Yea,Nay,,Yea,,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Present,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Present,Yea,Present,Nay,Nay,,Nay,Present,Nay,Present,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Present,Nay,Nay,Yea,Present,Not Voting,Nay,Not Voting,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Yea,Present,Yea,Yea,Present,Present,Nay,Yea,Nay,Yea,Nay,Present,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Present,Nay,Nay,Yea,Present,Nay,Nay,Present,Nay,,Yea,Yea,Nay,Nay,Present,Nay,Nay,Nay,Yea,Nay,Nay,Nay,,Yea,Yea,Present,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,,Nay,Yea,Nay,Present,Yea,Nay,Yea,Present,Yea,Nay,Yea,Present,Present,Nay,Yea,Present,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,Yea,Yea,,Present,Present,Present,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,,Not Voting,Present,Yea,Present,Nay,Yea,Nay,Present,Nay,Nay,,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Present,,Nay,Not Voting,Nay,Present,,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Present,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Present,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Present,Present,Present,Nay,Present,Nay,Yea,Yea,Nay,Present,Nay,Yea,Nay,Nay,Yea,Present,Nay,Present,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,1942-01-14,0,,unknown,hr10
Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,,Present,Nay,Present,Yea,Nay,Yea,Nay,Nay,Nay,Present,Yea,Yea,Present,Yea,Nay,Nay,Present,Nay,Nay,,,Yea,Nay,Nay,Present,Yea,Present,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,Present,Yea,Nay,Yea,,Nay,Nay,Yea,Present,Not Voting,Nay,Present,Yea,Yea,Nay,Yea,Present,Nay,Nay,Yea,Yea,Present,Yea,Present,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,,Yea,Nay,Yea,Nay,Present,Yea,Nay,Yea,Present,Nay,Yea,Nay,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Present,Yea,Present,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Present,,Present,Nay,Nay,Yea,Yea,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Nay,Nay,Nay,,Nay,,Nay,Nay,Yea,Yea,Nay,Nay,Present,Present,Nay,Present,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Present,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Present,Nay,Nay,Present,Nay,Nay,Present,Present,Present,Yea,Nay,Present,Yea,Nay,Yea,Present,,Yea,Nay,Present,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Nay,Nay,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Nay,Yea,Present,Nay,Nay,Not Voting,Yea,,Yea,Nay,Yea,Present,Yea,Nay,Present,Nay,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Present,Present,Nay,Nay,Nay,Present,Yea,Yea,Yea,Nay,,Nay,Yea,Not Voting,Yea,Present,Nay,Nay,Yea,Nay,Present,Yea,Yea,,Nay,Nay,Present,Present,Yea,Yea,Yea,Present,Yea,Present,,Nay,Present,Nay,Present,Nay,Yea,Nay,Present,Yea,Nay,Nay,Nay,Present,Present,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Present,Present,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Present,Nay,Yea,Present,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Present,Nay,,Nay,Present,Nay,Nay,Yea,Yea,Present,Present,Nay,Nay,,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Present,Present,Nay,,Yea,Nay,Yea,Yea,,Present,Yea,Yea,Present,Present,Present,Nay,Nay,Nay,Yea,Present,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Present,Present,,Yea,Yea,,Nay,Nay,Yea,Present,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Present,Nay,Nay,Nay,Yea,Present,Yea,Yea,Nay,Nay,Nay,Present,Nay,Present,Present,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Present,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,1942-01-19,0,,unknown,s1936
Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Present,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,,,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Not Voting,Yea,Present,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Present,Yea,Present,Present,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Present,,Present,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Present,Not Voting,Yea,Present,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Present,,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Present,Yea,,Yea,Yea,Yea,Present,Present,Yea,Present,Yea,Present,Present,Yea,Yea,Yea,Present,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,,Yea,Yea,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,,Yea,Yea,Present,Present,Yea,Present,Yea,Yea,Yea,Present,,Yea,Present,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,,Present,Not Voting,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,,Present,Present,Yea,Yea,Yea,Yea,Present,Present,Present,Yea,,Yea,Yea,Yea,Yea,,Present,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Present,Not Voting,,Yea,Yea,,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Present,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Present,Yea,Present,Present,Yea,Yea,Yea,Yea,1942-01-19,0,,unknown,s1936
