A000034,A000040,A000061,A000090,A000194,A000301,A000331,B000033,B000105,B000129,B000146,B000171,B000261,B000263,B000326,B000353,B000381,B000469,B000485,B000508,B000541,B000544,B000568,B000673,B000683,B000728,B000761,B000772,B000784,B000795,B000809,B000810,B000848,B000952,B000958,B000977,B001003,B001031,B001034,B001106,B001116,C000004,C000028,C000048,C000082,C000086,C000087,C000109,C000121,C000147,C000152,C000237,C000267,C000272,C000417,C000484,C000508,C000552,C000641,C000696,C000711,C000719,C000793,C000815,C000839,C000841,C000855,C000908,C000964,C000966,C000971,C001004,C001022,D000053,D000085,D000100,D000124,D000130,D000274,D000300,D000301,D000356,D000377,D000384,D000442,D000463,D000538,D000541,D000552,E000028,E000104,E000126,E000134,E000151,E000190,E000205,E000244,E000270,E000272,F000089,F000103,F000121,F000127,F000243,F000254,F000280,F000429,F000436,G000084,G000115,G000128,G000160,G000229,G000255,G000390,G000419,G000432,G000516,H000086,H000130,H000142,H000150,H000181,H000196,H000215,H000282,H000316,H000335,H000339,H000400,H000469,H000478,H000489,H000498,H000523,H000524,H000552,H000553,H000609,H000643,H000649,H000664,H000732,H000733,H000751,H000763,H000775,H000794,H000818,H000820,H000869,H000969,H001002,H001009,J000048,J000071,J000131,J000213,J000230,J000231,J000233,J000268,K000018,K000028,K000048,K000062,K000069,K000152,K000206,K000263,L000009,L000023,L000034,L000078,L000134,L000159,L000280,L000298,L000423,L000443,L000464,L000487,L000529,M000024,M000248,M000280,M000287,M000292,M000348,M000351,M000368,M000522,M000575,M000711,M000732,M000753,M000769,M000777,M000807,M000854,M000943,M000944,M000968,M001000,M001012,M001047,M001068,M001071,M001096,M001113,M001125,N000020,N000040,N000087,N000174,O000005,O000021,O000040,O000054,O000093,O000097,P000025,P000053,P000139,P000153,P000157,P000184,P000185,P000228,P000256,P000269,P000302,P000337,P000406,P000453,P000466,P000534,P000557,P000579,R000039,R000057,R000058,R000076,R000079,R000098,R000128,R000136,R000148,R000205,R000253,R000325,R000335,R000339,R000355,R000365,R000399,R000407,R000440,R000478,R000541,R000559,S000103,S000241,S000266,S000301,S000326,S000371,S000445,S000467,S000470,S000496,S000502,S000509,S000550,S000665,S000740,S000754,S000757,S000830,S000863,S000886,S000904,S000917,S000938,S000956,S000975,S000988,S001028,S001069,S001070,S001128,T000021,T000073,T000090,T000093,T000176,T000212,T000246,T000275,T000339,T000401,T000407,T000421,T000425,V000005,V000013,V000019,V000038,W000011,W000025,W000026,W000080,W000142,W000151,W000156,W000175,W000223,W000272,W000275,W000292,W000381,W000387,W000418,W000474,W000537,W000557,W000590,W000623,W000625,W000627,W000648,W000651,W000681,W000704,W000731,W000749,Y000005,Y000022,Y000037,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,Not Voting,,,,,,,,Not Voting,,,,,,,,,,1883-12-03,0,,unknown,,,,,unknown
Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,,Yea,Nay,Yea,,Yea,Nay,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,,Yea,,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Not Voting,Nay,Nay,Not Voting,,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,,Yea,,Nay,,Yea,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,1883-12-03,0,,unknown,,,,,unknown
Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Yea,,Nay,Yea,Nay,,Nay,Yea,,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Not Voting,,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,,Nay,,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,,Nay,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,,Nay,Yea,Not Voting,Not Voting,,Yea,,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Nay,,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,1883-12-19,0,,unknown,,,,,unknown
Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Yea,,Nay,Yea,Nay,,Yea,Yea,,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,,Nay,,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Not Voting,,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,Nay,Not Voting,,Yea,,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,1883-12-19,0,,unknown,,,,,unknown
Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,,Not Voting,Yea,Nay,,Nay,Yea,,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,,Nay,Yea,Nay,Not Voting,,Yea,,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Not Voting,,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,1883-12-20,0,,unknown,,,,,unknown
Yea,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,,Nay,Yea,Nay,,Not Voting,Not Voting,,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,,Not Voting,Yea,Nay,,Nay,Not Voting,,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Nay,Yea,,Nay,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,1884-01-09,0,,unknown,,,,,unknown
Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,,Nay,Yea,Nay,,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Yea,,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,,Nay,Nay,Nay,,Not Voting,Not Voting,,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,,Nay,Yea,Nay,Nay,,Yea,,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,1884-01-15,0,,unknown,s1038,,,,unknown
Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,,Nay,Yea,Nay,,Nay,Yea,,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Yea,,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,,Yea,Nay,Nay,,Yea,Not Voting,,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,,Yea,,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,1884-01-17,0,,unknown,s1038,,,,unknown
Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,,Not Voting,Nay,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,,Nay,Yea,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Nay,Yea,Yea,,Nay,,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,1884-01-17,0,,unknown,s1038,,,,unknown
