A000016,A000046,A000114,A000138,A000163,A000179,A000186,A000196,A000206,A000216,A000227,A000239,A000250,A000257,A000296,B000035,B000086,B000093,B000139,B000176,B000178,B000191,B000232,B000237,B000271,B000296,B000332,B000356,B000367,B000379,B000448,B000486,B000515,B000545,B000565,B000607,B000621,B000640,B000725,B000742,B000743,B000794,B000884,B000909,B000940,B000976,B000999,B001002,B001016,B001024,B001039,B001056,B001061,B001069,B001084,B001179,B001214,B001216,C000070,C000085,C000113,C000115,C000117,C000154,C000162,C000220,C000221,C000264,C000317,C000342,C000346,C000365,C000390,C000439,C000473,C000506,C000515,C000529,C000565,C000584,C000606,C000614,C000617,C000645,C000655,C000736,C000755,C000772,C000810,C000831,C000887,C000889,C000932,C000993,C000996,C001006,D000007,D000067,D000094,D000158,D000206,D000211,D000212,D000281,D000335,D000354,D000360,D000403,D000406,D000411,D000448,D000452,D000454,D000481,D000496,D000571,D000585,E000016,E000023,E000029,E000119,E000135,E000146,E000159,E000160,E000178,E000181,E000210,E000211,F000012,F000060,F000066,F000075,F000085,F000152,F000191,F000209,F000233,F000241,F000255,F000404,F000422,G000019,G000031,G000051,G000091,G000098,G000102,G000111,G000117,G000135,G000163,G000169,G000194,G000206,G000207,G000297,G000316,G000320,G000332,G000338,G000360,G000369,G000379,G000381,G000384,G000421,G000447,G000472,G000493,G000541,G000543,H000014,H000036,H000050,H000060,H000081,H000146,H000154,H000200,H000212,H000217,H000249,H000284,H000298,H000356,H000405,H000426,H000437,H000442,H000443,H000450,H000492,H000515,H000548,H000549,H000550,H000613,H000640,H000663,H000668,H000678,H000682,H000683,H000713,H000740,H000741,H000757,H000768,H000786,H000863,H000898,H000943,I000052,J000013,J000058,J000088,J000096,J000100,J000117,J000150,J000157,J000159,J000160,J000165,J000249,J000264,J000278,K000029,K000030,K000039,K000041,K000044,K000058,K000071,K000130,K000138,K000170,K000171,K000196,K000231,K000244,K000261,K000301,K000315,K000341,L000003,L000052,L000065,L000076,L000095,L000108,L000157,L000161,L000163,L000238,L000251,L000279,L000334,L000497,L000501,L000525,L000537,M000039,M000065,M000091,M000094,M000097,M000112,M000113,M000122,M000191,M000199,M000224,M000233,M000272,M000354,M000364,M000374,M000414,M000446,M000451,M000460,M000504,M000568,M000574,M000664,M000693,M000715,M000727,M000778,M000859,M000958,M000995,M001040,M001078,M001081,M001099,M001112,M001114,N000023,N000133,N000137,N000153,O000009,O000016,O000029,O000056,O000058,O000089,O000133,O000137,P000002,P000103,P000105,P000113,P000260,P000261,P000285,P000303,P000309,P000327,P000371,P000387,P000395,P000398,P000477,P000488,P000498,P000522,P000524,P000536,Q000019,R000001,R000002,R000018,R000022,R000032,R000046,R000056,R000082,R000083,R000108,R000111,R000113,R000132,R000163,R000209,R000214,R000260,R000280,R000288,R000317,R000319,R000341,R000358,R000369,R000373,R000381,R000382,R000391,R000392,R000394,R000424,R000473,R000538,R000565,S000001,S000011,S000067,S000069,S000080,S000155,S000156,S000194,S000277,S000293,S000335,S000342,S000377,S000406,S000436,S000437,S000481,S000536,S000554,S000585,S000590,S000668,S000676,S000701,S000717,S000755,S000812,S000845,S000896,S000918,S000923,S000936,S001056,S001071,S001072,S001076,T000001,T000018,T000028,T000045,T000070,T000155,T000156,T000175,T000189,T000263,T000295,T000315,T000320,T000357,T000373,V000105,V000118,V000119,V000125,W000012,W000108,W000183,W000230,W000252,W000257,W000265,W000304,W000361,W000428,W000430,W000439,W000450,W000572,W000641,W000645,W000668,W000678,W000683,W000699,W000714,W000718,W000720,W000744,Z000009,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Yea,Nay,Yea,Nay,,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,Nay,Present,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Present,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Present,Yea,Nay,Yea,Nay,Yea,,Present,Yea,Nay,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Present,Yea,Present,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Present,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Present,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Present,Yea,Nay,Yea,,Yea,Present,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Present,Present,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,,Present,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Present,Yea,Present,Yea,Nay,Present,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Present,Present,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Present,Yea,Yea,Yea,,Yea,Yea,Yea,Present,Nay,Nay,,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Nay,Yea,Present,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Present,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Present,Nay,Nay,Present,Present,Yea,Nay,Nay,Yea,Present,Yea,Yea,Nay,Yea,Present,Present,Yea,Yea,Nay,Yea,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Present,Yea,Present,Yea,Yea,Nay,Yea,Present,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Present,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Present,1945-01-03,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Present,Nay,Present,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Present,Present,Yea,Yea,Yea,Yea,,Present,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Present,Nay,Present,Yea,Yea,Present,Yea,Nay,Yea,,Nay,Present,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Present,Yea,Yea,Present,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,Present,Nay,Yea,Yea,Yea,Present,Nay,Nay,Nay,Yea,Nay,Yea,Present,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Yea,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Present,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Present,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Present,Nay,Yea,Present,Yea,Yea,Yea,Nay,Nay,Present,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Present,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Present,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Present,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Present,Nay,Nay,Yea,Present,Present,Yea,Present,Present,Yea,Yea,Nay,Nay,Present,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Present,Present,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Present,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Present,1945-01-03,0,,unknown,hres5,,,,unknown
Yea,Present,Yea,Yea,,Yea,Yea,Present,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Yea,Yea,Yea,Present,Yea,,Present,Present,Present,Nay,Yea,Present,Present,Yea,Present,Yea,Yea,Present,Present,Yea,Nay,Yea,Yea,Yea,Present,Nay,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Present,Yea,Yea,Yea,Yea,Present,Present,Yea,Present,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Nay,Yea,Yea,Present,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Present,Present,Yea,Present,Yea,Present,Present,Yea,Present,Yea,,Yea,Present,Yea,Present,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Present,Present,Present,,Yea,Present,Yea,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Nay,Present,Present,Yea,Present,Nay,Yea,Present,Yea,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Nay,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,,Yea,Yea,Yea,Present,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,Yea,Yea,Nay,Yea,Present,Yea,Present,Present,Yea,Yea,Yea,Yea,Present,Nay,,Present,Nay,Present,Present,Yea,Present,Present,Yea,Present,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,Present,Nay,Yea,Yea,Yea,,Yea,Present,Yea,Yea,Yea,Present,Present,Yea,Yea,Present,Yea,Present,Yea,Present,Nay,Present,Yea,Present,Present,Present,Yea,Present,Present,Yea,Yea,Nay,,Yea,Nay,Present,Nay,,Yea,Present,Yea,Present,Present,Yea,Yea,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Present,Nay,Present,,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Present,Yea,Present,Present,Yea,Yea,Present,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Nay,Yea,Yea,Yea,Present,Nay,Present,Nay,Present,Nay,Yea,Present,Nay,Yea,Yea,Yea,Present,Yea,Nay,Present,Present,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,Present,Yea,Present,Yea,Present,Yea,Present,Present,Yea,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,Yea,Present,Present,Nay,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Present,Present,Present,Present,Nay,Yea,Yea,Yea,Yea,1945-01-18,0,,unknown,hres88,,,,unknown
Nay,Yea,Nay,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,,Nay,Yea,Present,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Present,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Yea,Nay,Nay,Present,Yea,Yea,Nay,Yea,Present,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,Present,Nay,Nay,Nay,Yea,,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Present,Yea,Yea,Nay,Yea,,Present,Nay,Yea,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Present,,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Present,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Present,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,1945-02-01,0,,unknown,hr1752,,,,unknown
Yea,Yea,Yea,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,,Yea,Nay,Present,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Present,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Present,Nay,Nay,Present,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Present,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,Present,Yea,Yea,Yea,Nay,,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Nay,Yea,Nay,,Present,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Present,,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Yea,Present,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,1945-02-01,0,,unknown,hr1752,,,,unknown
Yea,Nay,Yea,Yea,,Nay,Yea,Present,Yea,Nay,Nay,Present,Nay,Yea,Yea,Yea,Yea,Present,Present,Nay,Present,Yea,Present,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Present,Nay,Nay,Yea,Yea,Nay,Yea,Present,Yea,Present,Present,Nay,Yea,Nay,Yea,Nay,Yea,,Nay,Present,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Present,Yea,Yea,Nay,Yea,Nay,Nay,Present,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Present,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Present,Nay,Present,Nay,Yea,Yea,Yea,Yea,Present,Yea,Present,,Present,Present,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Present,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Present,,Yea,Present,Nay,Present,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Present,Yea,Yea,Nay,Present,Yea,Yea,Present,Present,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Yea,Yea,Present,Yea,Present,Not Voting,Present,Yea,Yea,Present,Yea,Yea,Present,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,,Nay,Yea,Nay,Present,Yea,Nay,Nay,Nay,Yea,Nay,Present,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Present,Present,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Present,Yea,Nay,Yea,,Yea,Yea,Nay,Present,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Present,Yea,Present,Present,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Nay,Nay,Nay,,Present,Nay,Yea,Nay,Nay,Yea,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Present,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Nay,Nay,Nay,Present,Yea,Nay,Yea,Yea,Present,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Present,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Present,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Present,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Present,Yea,Nay,Yea,Present,Present,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Present,Yea,Yea,Yea,Nay,Present,Yea,Present,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,1945-02-06,0,,unknown,hres120,,,,unknown
Nay,Yea,Nay,Yea,,Yea,Nay,Present,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Present,Present,Yea,Nay,Yea,Present,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Present,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,Not Voting,Present,Nay,Nay,Nay,Yea,Nay,Present,Nay,Yea,Present,Yea,Present,Yea,Nay,Nay,Nay,Nay,Present,Yea,Not Voting,,Nay,Present,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Present,Yea,Yea,Yea,Yea,Yea,Nay,Nay,,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Present,,Nay,Yea,Yea,Present,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Nay,Not Voting,Nay,Nay,Yea,Present,Nay,Nay,Present,Nay,Nay,Present,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Present,Yea,Nay,Nay,Yea,Present,Nay,Yea,Nay,,Yea,Nay,Yea,Present,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Present,Nay,Not Voting,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Yea,Yea,,Present,Yea,Nay,Yea,Yea,Nay,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Present,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Present,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Present,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Present,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Present,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Present,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Nay,Yea,Yea,Nay,Yea,Present,Yea,Yea,Nay,Present,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Yea,Nay,Present,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,1945-02-07,0,,unknown,hjres85,,,,unknown
