A000028,A000062,A000244,A000342,B000046,B000099,B000111,B000132,B000145,B000460,B000614,B000816,B000823,B000874,B000941,B001055,B001061,B001150,B001177,B001208,B001215,C000133,C000138,C000290,C000338,C000428,C000440,C000684,D000025,D000111,D000469,D000480,E000018,E000112,G000131,G000141,G000205,G000232,G000418,G000519,G000532,H000265,H000334,H000385,H000543,H000598,H000731,H000821,H000926,J000127,J000140,K000176,L000005,L000070,L000198,L000394,L000493,L000510,M000088,M000279,M000308,M000438,M000499,M000583,M000615,M000738,M000771,M001082,M001108,N000023,N000030,N000139,N000176,O000034,O000088,O000146,P000159,P000218,R000006,R000112,R000179,R000443,R000536,S000157,S000337,S000369,S000381,S000506,S000530,S000724,S000901,T000009,T000164,T000172,T000177,T000289,T000387,T000409,T000446,V000025,V000050,W000021,W000088,W000097,W000330,W000396,W000465,W000563,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Yea,,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,,,Yea,Nay,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Yea,1941-03-24,0,,unknown,hr4050,,,,
Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Present,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Present,Yea,Nay,Nay,Nay,Not Voting,Not Voting,,Yea,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,Yea,,,Nay,Not Voting,Yea,Yea,Not Voting,,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Present,Nay,Not Voting,Nay,Nay,1941-03-31,0,,unknown,hr4124,,,,
Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Present,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Present,Yea,Nay,Nay,Yea,Not Voting,Not Voting,,Yea,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,Yea,,,Nay,Not Voting,Nay,Yea,Not Voting,,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,Present,Nay,Not Voting,Nay,Nay,1941-03-31,0,,unknown,,,,,
Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Present,Present,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Present,Nay,Not Voting,Nay,Yea,Nay,Present,,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Not Voting,Nay,Yea,,Nay,Not Voting,Present,Nay,Yea,Yea,Nay,Nay,Nay,,Nay,,Nay,Not Voting,Present,Present,Not Voting,,,Nay,Yea,,,Yea,Present,Nay,Nay,Nay,,Yea,Nay,Present,Nay,Not Voting,Nay,Not Voting,Nay,Yea,,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Present,Nay,Nay,Not Voting,Nay,Present,Nay,Not Voting,Yea,Yea,1941-04-02,0,,unknown,hr3735,,,,
Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Yea,Yea,Not Voting,Present,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,,,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,,Yea,Not Voting,Not Voting,Yea,Not Voting,,,Yea,Yea,,,Yea,Not Voting,Nay,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Present,Yea,Present,Yea,Not Voting,Yea,Not Voting,Yea,Yea,1941-04-03,0,,unknown,hr3735,,,,
Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Present,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Not Voting,Not Voting,Yea,Not Voting,,,Yea,Yea,,,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Present,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,1941-04-03,0,,unknown,hr3735,,,,
Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Present,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Present,,,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Present,Nay,Not Voting,Not Voting,Yea,Nay,,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,,Yea,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,,Nay,Nay,,,Nay,Not Voting,Yea,Nay,Not Voting,,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Present,Yea,Present,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,1941-04-03,0,,unknown,hr3735,,,,
Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,,,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Present,Yea,Nay,Yea,Not Voting,,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Nay,,Yea,,Nay,Yea,Not Voting,Yea,Yea,,,Yea,Yea,,,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,,Nay,,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,1941-05-07,0,,unknown,hr3205,,,,
Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Yea,,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Nay,,Yea,,Yea,Nay,Not Voting,Yea,Nay,,,Nay,Nay,,,Nay,Not Voting,Not Voting,Nay,Nay,,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,,Not Voting,,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,1941-05-13,0,,unknown,sres106,,,,
Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Present,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Not Voting,Yea,Yea,,,Yea,Yea,,,Yea,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,,Not Voting,,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,1941-05-14,0,,unknown,sjres60,,,,
Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,,,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,,Nay,,Yea,Nay,Not Voting,Yea,Not Voting,,,Nay,Nay,,,Nay,Not Voting,Yea,Nay,Nay,,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,,Yea,,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,1941-05-15,0,,unknown,hr4466,,,,
Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,,Yea,Yea,Not Voting,Yea,Yea,,,Yea,Yea,,,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,,Nay,,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,1941-05-15,0,,unknown,hr4466,,,,
Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Present,Nay,Present,Present,Yea,Nay,Nay,Yea,Nay,Present,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,,,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Present,Present,Present,Nay,Present,Nay,Nay,,Yea,Nay,Not Voting,Not Voting,Nay,Present,Present,Yea,Present,,Yea,,Yea,Nay,Not Voting,Nay,Not Voting,,,Present,Nay,,,Nay,Present,Yea,Nay,Not Voting,,Present,Not Voting,Present,Nay,Nay,Yea,Nay,,Nay,,Present,Yea,Present,Present,Nay,Nay,Present,Nay,Present,Present,Nay,Not Voting,Yea,Nay,Not Voting,Present,Nay,Nay,Present,Nay,Present,1941-05-19,0,,unknown,hr4276,,,,
Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Present,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Present,,,Nay,Not Voting,Present,Not Voting,Not Voting,Nay,Nay,Yea,Present,Present,Not Voting,Nay,Nay,Yea,,Nay,Nay,Not Voting,Present,Not Voting,Not Voting,Not Voting,Not Voting,Present,,Nay,,Not Voting,Nay,Present,Present,Nay,,,Nay,Nay,,,Yea,Yea,Not Voting,Nay,Not Voting,,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,,Yea,,Not Voting,Yea,Present,Nay,Yea,Nay,Present,Not Voting,Not Voting,Present,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Present,Present,Yea,Present,1941-05-20,0,,unknown,hr3368,,,,
Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Present,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Present,,,Nay,Nay,Present,Not Voting,Not Voting,Nay,Nay,Not Voting,Present,Present,Nay,Nay,Nay,Yea,,Nay,Nay,Not Voting,Present,Not Voting,Not Voting,Not Voting,Not Voting,Present,,Nay,,Nay,Nay,Present,Present,Not Voting,,,Nay,Nay,,,Yea,Yea,Not Voting,Nay,Nay,,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,,Yea,,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Present,Not Voting,Not Voting,Present,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Present,Present,Yea,Present,1941-05-20,0,,unknown,hr3368,,,,
Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Present,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,,,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Present,Present,Nay,Nay,Nay,Yea,,Nay,Nay,Not Voting,Present,Not Voting,Not Voting,Not Voting,Not Voting,Present,,Yea,,Nay,Nay,Not Voting,Present,Nay,,,Nay,Nay,,,Yea,Yea,Not Voting,Nay,Nay,,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,,Yea,,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Present,Not Voting,Not Voting,Present,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Present,Yea,Present,1941-05-20,0,,unknown,hr3368,,,,
Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Present,Not Voting,Yea,Present,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Present,,,Nay,Nay,Present,Not Voting,Yea,Nay,Nay,Yea,Present,Present,Nay,Not Voting,Nay,Not Voting,,Nay,Nay,Not Voting,Present,Not Voting,Not Voting,Not Voting,Present,Present,,Yea,,Yea,Nay,Present,Present,Nay,,,Nay,Nay,,,Yea,Yea,Nay,Nay,Nay,,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,,Yea,,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Present,Not Voting,Not Voting,Present,Nay,Not Voting,Yea,Nay,Present,Nay,Yea,Present,Present,Yea,Present,1941-05-20,0,,unknown,hr3368,,,,
Yea,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Present,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,,,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Present,Present,Yea,Not Voting,Yea,Not Voting,,Yea,Yea,Not Voting,Present,Not Voting,Not Voting,Not Voting,Not Voting,Present,,Yea,,Yea,Yea,Not Voting,Present,Yea,,,Yea,Yea,,,Nay,Nay,Nay,Yea,Yea,,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,,Nay,,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Present,Not Voting,Not Voting,Present,Yea,Not Voting,Nay,Yea,Present,Yea,Yea,Not Voting,Present,Nay,Present,1941-05-20,0,,unknown,hr3368,,,,
Yea,Yea,Yea,Present,Not Voting,Yea,Yea,Nay,Not Voting,Present,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Present,Yea,Nay,Yea,Present,Not Voting,Nay,Not Voting,Yea,Nay,Present,Not Voting,,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Present,Present,Not Voting,Yea,Yea,Not Voting,Nay,,Not Voting,Yea,Nay,Present,Nay,Present,Yea,Nay,Present,,Yea,,Nay,Yea,Not Voting,Nay,Yea,,,Yea,Yea,,,Nay,Nay,Yea,Yea,Yea,,Not Voting,Not Voting,Present,Yea,Yea,Yea,Yea,,Nay,,Present,Yea,Not Voting,Yea,Present,Yea,Nay,Yea,Present,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,1941-05-23,0,,unknown,hr4534,,,,
Yea,Nay,Not Voting,Present,Not Voting,Yea,Yea,Nay,Not Voting,Present,Yea,Not Voting,Present,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,,,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,,Yea,,Yea,Yea,Not Voting,Yea,Nay,,,Yea,Yea,,,Yea,Not Voting,Nay,Yea,Yea,,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,,Not Voting,,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,1941-06-03,0,,unknown,s937,,,,
Nay,Yea,Yea,Present,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,,,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Yea,,Nay,Nay,Yea,Not Voting,Nay,,,Nay,Not Voting,,,Yea,Not Voting,Yea,Not Voting,Yea,,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,,Nay,,Nay,Yea,Not Voting,Yea,Yea,Present,Yea,Nay,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Not Voting,1941-06-12,0,,unknown,s1524,,,,
Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,,Yea,Yea,Yea,Not Voting,Yea,,,Yea,Not Voting,,,Yea,Not Voting,,Not Voting,Yea,,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,,Yea,,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,1941-06-12,0,,unknown,s1524,,,,
Yea,Nay,Nay,Present,Nay,Yea,Nay,Present,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Present,Yea,,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Present,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,,Yea,,Yea,Nay,Nay,Not Voting,Nay,,,Yea,Present,,,Yea,Not Voting,,Not Voting,Nay,,Nay,Present,Not Voting,Not Voting,Nay,Not Voting,Not Voting,,Yea,,Nay,Nay,Not Voting,Nay,Yea,Present,Yea,Nay,Yea,Present,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,1941-06-12,0,,unknown,s1524,,,,
Nay,Yea,Yea,Present,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,,,Nay,Not Voting,,,Yea,Not Voting,,Not Voting,Yea,,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,,Yea,,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,1941-06-12,0,,unknown,s1524,,,,
Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Present,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,,,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Present,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,,Yea,Yea,Not Voting,Present,Yea,,,Not Voting,Not Voting,,,Nay,Not Voting,,Not Voting,Yea,,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,,Yea,,Not Voting,Yea,Not Voting,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Present,1941-06-12,0,,unknown,hr4756,,,,
Yea,Nay,Yea,Not Voting,Nay,Present,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Present,Yea,,,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Present,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,,Nay,Yea,Not Voting,Present,Yea,,,Nay,Not Voting,,,Nay,Not Voting,,Not Voting,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,,Yea,,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,1941-06-12,0,,unknown,hr4756,,,,
Yea,Yea,Yea,Not Voting,Nay,Present,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Present,Yea,,,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Present,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,,Nay,Yea,Not Voting,Present,Yea,,,Yea,Not Voting,,,Nay,Not Voting,,Not Voting,Yea,,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,,Nay,,Not Voting,Yea,Not Voting,Yea,Nay,Present,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Present,1941-06-12,0,,unknown,hr4756,,,,
Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Present,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Present,Yea,,,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,,Yea,Yea,Not Voting,Nay,Yea,,,Yea,Not Voting,,,Nay,Not Voting,,Not Voting,Yea,,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,,Nay,,Yea,Nay,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Present,1941-06-12,0,,unknown,hr4756,,,,
Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Present,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Present,Yea,Not Voting,Not Voting,Nay,Nay,Present,Yea,,,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Present,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,,Not Voting,Yea,Not Voting,Nay,Yea,,,Yea,Yea,,,Yea,Not Voting,,Yea,Nay,,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,1941-06-19,0,,unknown,hjres193,,,,
