A000005,A000034,A000116,A000119,A000134,A000180,A000183,A000187,A000194,A000298,A000331,B000016,B000057,B000066,B000110,B000157,B000188,B000261,B000325,B000353,B000458,B000469,B000541,B000544,B000558,B000568,B000626,B000632,B000667,B000673,B000677,B000683,B000784,B000790,B000811,B000898,B000907,B000931,B000957,B000958,B000977,B000998,B001004,B001019,B001064,B001116,B001119,B001142,B001188,B001200,B001205,C000082,C000087,C000103,C000109,C000121,C000152,C000155,C000208,C000245,C000247,C000339,C000367,C000417,C000422,C000508,C000549,C000575,C000595,C000641,C000660,C000675,C000765,C000798,C000829,C000839,C000865,C000908,C000936,C000964,C000983,C001022,D000016,D000053,D000058,D000072,D000082,D000085,D000130,D000207,D000300,D000356,D000384,D000439,D000445,D000541,D000552,E000129,E000192,E000205,F000027,F000068,F000133,F000153,F000157,F000212,F000254,F000265,F000280,F000376,F000414,F000429,G000009,G000023,G000103,G000110,G000143,G000157,G000233,G000244,G000255,G000378,G000433,G000476,G000497,G000501,G000516,H000063,H000203,H000215,H000339,H000351,H000386,H000394,H000427,H000469,H000478,H000485,H000489,H000524,H000531,H000569,H000642,H000649,H000701,H000732,H000733,H000758,H000770,H000779,H000782,H000818,H000833,H000842,H000902,H000989,H001019,J000024,J000188,J000199,J000233,K000028,K000062,K000115,K000134,K000152,K000173,L000004,L000016,L000019,L000022,L000023,L000048,L000058,L000078,L000109,L000128,L000208,L000223,L000319,L000393,L000423,L000526,L000532,M000003,M000044,M000068,M000072,M000115,M000203,M000228,M000248,M000292,M000324,M000351,M000366,M000382,M000394,M000500,M000522,M000526,M000575,M000597,M000601,M000658,M000769,M000777,M000837,M000841,M000863,M000908,M000952,M000968,M001006,M001012,N000013,N000040,N000074,N000091,N000160,N000174,O000005,O000039,O000040,O000091,O000093,O000097,O000110,O000136,O000155,P000053,P000138,P000157,P000184,P000209,P000228,P000246,P000256,P000289,P000302,P000331,P000390,P000451,P000457,P000566,R000039,R000086,R000128,R000196,R000222,R000324,R000365,R000399,R000415,R000478,R000479,R000516,R000521,R000530,R000559,S000088,S000099,S000188,S000205,S000241,S000267,S000304,S000345,S000371,S000415,S000546,S000665,S000692,S000738,S000740,S000757,S000781,S000830,S000863,S000904,S000914,S000917,S000934,S000968,S000969,S001028,S001133,T000044,T000055,T000073,T000093,T000167,T000176,T000180,T000191,T000219,T000275,T000339,T000341,T000419,T000421,V000020,V000031,W000008,W000058,W000160,W000181,W000225,W000236,W000302,W000338,W000378,W000395,W000415,W000418,W000429,W000441,W000452,W000474,W000477,W000496,W000614,W000623,W000648,W000710,Y000007,Y000020,Y000025,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,Not Voting,Not Voting,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,1887-12-05,0,,unknown,,,,,
Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,1887-12-19,0,,unknown,,,,,
Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Yea,1887-12-22,0,,unknown,,,,,
Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,1888-01-09,0,,unknown,,,,,
Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,1888-01-09,0,,unknown,,,,,
Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,1888-01-13,0,,unknown,,,,,
Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Not Voting,,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,1888-01-13,0,,unknown,,,,,
Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Not Voting,1888-01-16,0,,unknown,,,,,
Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Nay,,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,1888-01-16,0,,unknown,,,,,
